text,category,risk_level,language,source_type
Action Required: Fastag Account Suspended for vehicle #5155: Insufficient KYC. Update vehicle RC and Aadhaar at https://fastag-nhai-verify5155.com,phishing_link,high,en-IN,curated_scam
Zomato order #73213 deliver ho gaya. Khana kaisa laga? Review share karein app par.,benign,safe,hi-Latn,authentic_transaction
Jio: 1.5GB daily high speed data quota exhausted for mobile 20399. Data speed reset at midnight. Recharge extra data via MyJio.,benign,safe,en-IN,authentic_transaction
"ALERT: High yield arbitrage platform: Deposit Rs 15,000 and get Rs 30,000 back in 48 hours directly into Canara Bank account. Sign up https://crypto-rich44992.vip",investment_scam,high,en-IN,curated_scam
"आवश्यक सूचना: ऋण स्वीकृति पत्र: आवेदक Rana Pratap Singh का ₹12,500 का ऋण पास हो गया है। एनओसी शुल्क ₹1,800 का भुगतान करके चेक प्राप्त करें।",loan_scam,medium,hi-IN,curated_scam
WhatsApp International Lottery me ticket #26446 par Rs 25 Lakh jeeta hai. London head office se contact karein +4426446 par claim karne ke liye.,lottery_prize,medium,hi-Latn,curated_scam
"Recovery agent notice: Loan file #78005 ka baki paisa Rs 75,000 1 ghante me pay karein warna police complaint darj hogi Pune me.",loan_scam,medium,hi-Latn,curated_scam
Claim your free Rs 500 mobile recharge sponsored by Govt for mobile #21672 at https://pm-free-recharge-yojana21672.xyz,phishing_link,high,en-IN,curated_scam
"Alert: Aapka State Bank of India NetBanking password hack ho gaya hai user #22782, turant stop karne ke liye aaya hua verification OTP share karein.",otp_scam,high,hi-Latn,curated_scam
"Final Reminder: Your Airtel broadband bill for account 15686 in Mumbai is generated. Total due: Rs 25,000. Pay via Airtel Thanks app to avoid interruption.",benign,safe,en-IN,authentic_transaction
"तत्काल सूचना: फ्लिपकार्ट रेटिंग सहायक: घर बैठे उत्पाद रेटिंग का काम करके ₹2,450 प्रति माह कमाएं। प्रारंभिक सुरक्षा राशि ₹499 रिफंडेबल है।",job_offer_scam,medium,hi-IN,curated_scam
Action Required: VIP stock pump group: Buy recommended penny stock #83965 at 9:15 AM tomorrow for guaranteed 20% upper circuit profit. Join group now with trader Rahul Verma.,investment_scam,high,en-IN,curated_scam
Action Required: Institutional pre-IPO allotment: Buy Tata Technologies shares at 50% discount before market listing. Limited quota for applicant #62867: https://pre-ipo-shares62867.in,investment_scam,high,en-IN,curated_scam
तत्काल सूचना: आयकर विभाग: ₹499 का टैक्स रिफंड स्वीकृत हुआ है। 24 घंटे के अंदर बैंक विवरण सत्यापित करें: https://incometax-refund80102.online,phishing_link,high,hi-IN,curated_scam
"URGENT: Dear customer, excess electricity billing of Rs 25,000 detected in consumer account #69459 at Bhopal. Apply for rebate credit at https://bijli-rebate69459.com",fake_refund,high,en-IN,curated_scam
"महत्वपूर्ण सूचना: 7 दिनों में पैसा दोगुना! सरकार द्वारा मान्यता प्राप्त ग्रीन एनर्जी बॉन्ड #62233 में निवेश करें। न्यूनतम निवेश ₹5,000।",investment_scam,high,hi-IN,curated_scam
"महत्वपूर्ण सूचना: नमस्ते सर, मैं Advocate Alok Verma State Bank of India के धोखाधड़ी रोकथाम विभाग से बोल रहा हूँ। आपके खाते #84520 से संदिग्ध लेनदेन ₹85,000 रोकने के लिए प्राप्त 6 अंकों का OTP बताएं।",otp_scam,high,hi-IN,curated_scam
"NOTICE: Proofreading work: Earn Rs 50 per page. 100 pages provided per week. Deposit Rs 1,500 material security fee for project #50879 to start.",job_offer_scam,medium,en-IN,curated_scam
"Zaroori Suchna: Zomato food refund Rs 18,000 lene ke liye executive Amit Shah ko screen share karke bank app open karke dikhayein.",fake_refund,high,hi-Latn,curated_scam
Immediate Attention: Swiggy refund of Rs 199 needs bank confirmation. Authorize collect mandate in CRED using MPIN to account #60616.,upi_collect_scam,high,en-IN,curated_scam
"महत्वपूर्ण सूचना: प्रिय उपभोक्ता, बिजली बिल संख्या 95239 राशि ₹100,000 का भुगतान Chennai में सफलतापूर्वक प्राप्त हुआ दिनांक 11-Feb-2025 को। धन्यवाद।",benign,safe,hi-IN,authentic_transaction
"सतर्कता अलर्ट: इंस्टाग्राम रील लाइक जॉब: प्रतिदिन 2 घंटे काम करके ₹2,000 सीधे अपने ICICI Bank खाते में पाएं। तुरंत संपर्क करें HR Priya Sharma।",job_offer_scam,medium,hi-IN,curated_scam
"अंतिम रिमाइंडर: म्युचुअल फंड: आपकी ₹15,000 की मासिक एसआईपी सफलतापूर्वक निष्पादित हो गई है फोलियो #23967 के लिए। एनएवी आवंटित कर दी गई है।",benign,safe,hi-IN,authentic_transaction
सतर्कता अलर्ट: इंडिया पोस्ट: आपका स्पीड पोस्ट पार्सल #IN62734 गलत पते के कारण रोका गया है। पता अपडेट करें और ₹25 शुल्क भरें: https://indiapost-update62734.com,phishing_link,high,hi-IN,curated_scam
"URGENT: Work from home SMS sending job: Send 100 SMS daily from your mobile #82750 and earn Rs 3,500. Pay software activation fee Rs 750.",job_offer_scam,medium,en-IN,curated_scam
Priority: Zomato: Your food order from Haldiram is out for delivery in Chennai. Delivery partner Advocate Alok Verma is on his way for order #63405. Track live in app.,benign,safe,en-IN,authentic_transaction
Action Required: DCP Amit Shah Cyber Crime Cell: Non-bailable warrant #48127 issued by Magistrate in Pune. Join emergency interrogation session via Skype now.,voice_phishing,high,en-IN,curated_scam
"ALERT: Dear Customer, you received a cashback of Rs 50,000. Click to approve collect request in Google Pay: upi://pay?pa=cb56392@okaxis&am=50,000",upi_collect_scam,high,en-IN,curated_scam
"तत्काल सूचना: बधाई हो! आपका बायोडाटा #60513 डेटा एनालिस्ट पद के लिए चुना गया है। जॉइनिंग किट के लिए ₹1,200 का सत्यापन शुल्क जमा करें।",job_offer_scam,medium,hi-IN,curated_scam
"URGENT: Dear User, your order #2949 on Flipkart has been cancelled. An excess amount of Rs 8,500 was debited. Click here to claim your refund: https://refund-desk2949.com",fake_refund,high,en-IN,curated_scam
"ALERT: Dear Airtel Customer #83453, your SIM card will be upgraded to 5G Ultra automatically. Send SMS 'SIM 83453' to 121 to activate within 2 hours.",sim_swap,high,en-IN,curated_scam
सतर्कता अलर्ट: महिंद्रा थार लकी कूपन: आपका कूपन नंबर #78139 प्रथम पुरस्कार के लिए चुना गया है। Chandigarh में रजिस्ट्रेशन राशि जमा करके गाड़ी क्लेम करें।,lottery_prize,medium,hi-IN,curated_scam
"Urgent Notice: Flipkart delivery boy Manoj Tiwari bahar khada hai Lucknow me, parcel #48102 receive kar lo please.",benign,safe,hi-Latn,authentic_transaction
"Alert: CRED scratch card me aapne Rs 50,000 jeeta hai. Link par click karein aur UPI PIN daal kar claim karein.",upi_collect_scam,high,hi-Latn,curated_scam
"Priority: Earn passive income! Subscribe to 5 YouTube channels and get Rs 150 per channel. Deposit Rs 1,000 VIP fee to withdraw your earnings of Rs 2,450.",job_offer_scam,medium,en-IN,curated_scam
IMPORTANT: Crypto staking pool: Stake Ethereum in pool #47847 and earn 1.5% daily rewards with instant liquidity withdrawal. Visit https://eth-stake-pool47847.org,investment_scam,high,en-IN,curated_scam
"Immediate Attention: Amazon cashback of Rs 85,000 credited. Open GPay and click 'Approve Payment' to deposit into Punjab National Bank account.",upi_collect_scam,high,en-IN,curated_scam
Calling from Police Cyber Cell Jaipur: Your Kotak Mahindra Bank account #21200 was used in suspicious activity. Read out the verification code to avoid account seizure.,otp_scam,high,en-IN,curated_scam
"IMPORTANT: Dear customer, excess electricity billing of Rs 10,000 detected in consumer account #6400 at Ahmedabad. Apply for rebate credit at https://bijli-rebate6400.com",fake_refund,high,en-IN,curated_scam
"IMPORTANT: Notice from Legal Recovery Team: Non-payment of loan app balance Rs 2,450 for case #92402. Police FIR being registered in Surat. Contact 9192402 to settle.",loan_scam,medium,en-IN,curated_scam
आवश्यक सूचना: क्राइम ब्रांच साइबर सेल: आपके IndusInd Bank खाते #2196 में ₹85 लाख के वित्तीय घोटाले की शिकायत दर्ज है। अपनी निर्दोषता साबित करने हेतु सुरक्षा राशि जमा करें।,voice_phishing,high,hi-IN,curated_scam
अंतिम चेतावनी: Kotak Mahindra Bank सुरक्षा शाखा: ₹499 के गलत लेनदेन को रोकने के लिए अभी प्राप्त हुआ 6 अंकों का कोड बताएं। संदर्भ #32372।,otp_scam,high,hi-IN,curated_scam
"Important Update: Aapka Rs 45,000 ka loan sanction ho chuka hai file #45228 par. Amount lene ke liye Rs 1500 processing charge pehle jama karein.",loan_scam,medium,hi-Latn,curated_scam
"Zaroori Suchna: Mobile typing job: 50 page type karein aur Rs 1,200 payein project #96886 me. Kaam shuru karne ke liye security money transfer karein.",job_offer_scam,medium,hi-Latn,curated_scam
"तत्काल सूचना: प्रिय उपभोक्ता #36716, आपके नंबर के लिए डुप्लीकेट ई-सिम #ES36716 का अनुरोध प्राप्त हुआ है। यदि आपने यह नहीं किया है, तो तुरंत 198 पर कॉल करें।",sim_swap,high,hi-IN,curated_scam
"Priority: Income Tax Refund of Rs 18,000 approved for PAN ending 13260. Confirm bank account details within 24 hours at https://incometax-efiling-refund13260.online",phishing_link,high,en-IN,curated_scam
"सतर्कता अलर्ट: प्रिय उपभोक्ता, बिजली बिल संख्या 28953 राशि ₹75,000 का भुगतान Pune में सफलतापूर्वक प्राप्त हुआ दिनांक 21-Apr-2025 को। धन्यवाद।",benign,safe,hi-IN,authentic_transaction
"पुलिस नियंत्रण कक्ष Pune: आपका बेटा दुर्घटना मामले में हिरासत में लिया गया है। मामला रफा-दफा करने के लिए तुरंत ₹30,000 ट्रांसफर करें एफआईआर #32703 दर्ज होने से पहले।",voice_phishing,high,hi-IN,curated_scam
"Important Update: Income tax refund Rs 35,000 approved ho chuka hai PAN #64318 ka. Account me lene ke liye form fill karein https://tax-refund-gov64318.site",phishing_link,high,hi-Latn,curated_scam
"Priority: Your cashback voucher of Rs 35,000 on Cred is ready. Scan QR code and confirm with your UPI PIN to claim directly into Punjab National Bank.",upi_collect_scam,high,en-IN,curated_scam
"IMPORTANT: Google Pay Scratch Card Grand Prize: You won Rs 250,000 on card #39290. Click https://gpay-festive-jackpot39290.site to deposit in bank account.",lottery_prize,medium,en-IN,curated_scam
"महत्वपूर्ण सूचना: नमस्ते सर, मैं Rajesh Gupta HDFC Bank के धोखाधड़ी रोकथाम विभाग से बोल रहा हूँ। आपके खाते #18465 से संदिग्ध लेनदेन ₹999 रोकने के लिए प्राप्त 6 अंकों का OTP बताएं।",otp_scam,high,hi-IN,curated_scam
"Chetawani: Amazon delivery boy Arun Nair bol raha hoon, parcel #90566 dispatch ho raha hai, confirm karne ke liye OTP bata dijiye sir.",otp_scam,high,hi-Latn,curated_scam
"Aakhri Chetawani: Amazon WFH hiring in Patna: Ghar baithe data entry job. Daily payout Rs 3,000. Registration fee Rs 499 refundable hai. Join group #62125.",job_offer_scam,medium,hi-Latn,curated_scam
"NOTICE: Final Warning: Defaulter notice #57239 issued. Transfer loan EMI of Rs 12,500 within 2 hours or recovery agents will visit your home in Bengaluru.",loan_scam,medium,en-IN,curated_scam
अंतिम चेतावनी: टाइपिंग जॉब: मोबाइल पर प्रति पेज ₹100 कमाएं। सॉफ्टवेयर एक्टिवेशन फीस ₹750 का भुगतान करके आज ही काम शुरू करें। प्रोजेक्ट #83018।,job_offer_scam,medium,hi-IN,curated_scam
"सतर्कता अलर्ट: PNB सुरक्षा शाखा: ₹1,499 के गलत लेनदेन को रोकने के लिए अभी प्राप्त हुआ 6 अंकों का कोड बताएं। संदर्भ #49884।",otp_scam,high,hi-IN,curated_scam
"कूरियर ओवरचार्ज रिफंड: पार्सल #43520 की अधिक ली गई डिलीवरी राशि ₹45,000 वापस पाने के लिए Google Pay पर रिवर्स रिक्वेस्ट स्वीकार करें।",fake_refund,high,hi-IN,curated_scam
अंतिम चेतावनी: क्रिप्टो और बिटकॉइन में दैनिक 5% गारंटीड मुनाफा! हमारे वीआईपी टेलीग्राम चैनल से जुड़ें: @CryptoWealth59024। मेंटॉर Inspector Ajay Kumar के साथ 100% जोखिम मुक्त।,investment_scam,high,hi-IN,curated_scam
"Urgent Notice: Cashback lene ke liye QR scan karein aur apna security PIN dalein, turant Punjab National Bank me Rs 75,000 deposit hoga.",upi_collect_scam,high,hi-Latn,curated_scam
"अंतिम रिमाइंडर: पुलिस नियंत्रण कक्ष Patna: आपका बेटा दुर्घटना मामले में हिरासत में लिया गया है। मामला रफा-दफा करने के लिए तुरंत ₹30,000 ट्रांसफर करें एफआईआर #7839 दर्ज होने से पहले।",voice_phishing,high,hi-IN,curated_scam
"URGENT: Survey filling job: Fill 10 customer feedback forms and receive Rs 1,500 directly in PhonePe. Sign up at https://easy-survey38295.online",job_offer_scam,medium,en-IN,curated_scam
सावधान: टाइपिंग जॉब: मोबाइल पर प्रति पेज ₹100 कमाएं। सॉफ्टवेयर एक्टिवेशन फीस ₹750 का भुगतान करके आज ही काम शुरू करें। प्रोजेक्ट #34848।,job_offer_scam,medium,hi-IN,curated_scam
"NOTICE: Notice from Legal Recovery Team: Non-payment of loan app balance Rs 4,500 for case #86941. Police FIR being registered in Patna. Contact 9186941 to settle.",loan_scam,medium,en-IN,curated_scam
"IMPORTANT: Electricity department Hyderabad: To confirm your meter payment of Rs 1,200 for connection #82987, provide the 6-digit verification code sent to your phone.",otp_scam,high,en-IN,curated_scam
"Important Update: Amazon delivery boy Neha Deshmukh bol raha hoon, parcel #38200 dispatch ho raha hai, confirm karne ke liye OTP bata dijiye sir.",otp_scam,high,hi-Latn,curated_scam
"Aakhri Chetawani: Aapke account me Rs 500,000 transfer pending hai ref #29869, accept karne ke liye UPI PIN enter karna compulsory hai.",upi_collect_scam,high,hi-Latn,curated_scam
"Alert: Crypto task complete karne ke baad Rs 299 account me locked hain. Unlock karne ke liye tier-3 VIP fee Rs 5,000 transfer karein.",job_offer_scam,medium,hi-Latn,curated_scam
Paytm wallet inactive ho gaya hai user #42084 ka. PAN card link karke activate karein https://paytm-wallet-kyc42084.in,phishing_link,high,hi-Latn,curated_scam
"सतर्कता अलर्ट: खाते में ₹18,000 प्राप्त करने के लिए CRED खोलें और कलेक्ट अधिसूचना पर अपना MPIN दर्ज करें।",upi_collect_scam,high,hi-IN,curated_scam
ALERT: Supreme Court of India Enforcement Directorate: Case #30754 filed. You are under continuous digital surveillance. Stay on video call until statement is recorded.,voice_phishing,high,en-IN,curated_scam
राशन कार्ड नवीनीकरण: कार्ड #87691 पर मुफ्त राशन योजना जारी रखने हेतु परिवार के सदस्यों का सत्यापन करें: https://ration-card-kyc87691.in,phishing_link,high,hi-IN,curated_scam
"Immediate Attention: Aadhaar Instant Loan: Borrow Rs 2,000 at 1% interest rate per annum. Download APK file directly for profile #86309: https://aadhaar-credit-loan86309.apk",loan_scam,medium,en-IN,curated_scam
"महत्वपूर्ण सूचना: टेलीग्राम टास्क कार्य: 10 कार्य पूरे करें और ₹500,000 प्राप्त करें। कमाई निकालने के लिए अपने खाते #85373 में ₹3,000 का रिचार्ज करें।",job_offer_scam,medium,hi-IN,curated_scam
"आवश्यक सूचना: अमेज़न कैशबैक ₹3,200 तैयार है। Union Bank of India खाते में जमा करने के लिए 'भुगतान स्वीकार करें' पर क्लिक कर पिन दर्ज करें।",upi_collect_scam,high,hi-IN,curated_scam
Important Update: Speed Post parcel #55301 address incomplete hai Hyderabad me. Rs 25 charge dekar address sahi karein https://indiapost-parcel55301.online,phishing_link,high,hi-Latn,curated_scam
"Final Reminder: Transaction successful: Rs 100,000 paid to Mother Dairy in Patna via BHIM UPI on 05-Apr-2025. Ref: UPI/51766.",benign,safe,en-IN,authentic_transaction
"Urgent Notice: Forex trading bot se 300% monthly profit pakka account #46810 par. Aaj hi Rs 85,000 invest karein aur ghar baithe daily profit kamayein.",investment_scam,high,hi-Latn,curated_scam
"अंतिम रिमाइंडर: तत्काल गोल्ड लोन: बिना सोना गिरवी रखे ₹18,000 सीधे बैंक में पाएं। ऐप इंस्टॉल करें: https://gold-loan-app15786.apk",loan_scam,medium,hi-IN,curated_scam
Alert: Credit card limit badhane ke liye Bank of Baroda se call hai card ending 90553 par. SMS me aaya hua 6-digit verification code batayein.,otp_scam,high,hi-Latn,curated_scam
Priority: Maruti Suzuki lucky draw: Congratulations on winning Baleno car for ticket #42524. Contact regional dispatch officer in Bhopal at 9642524 with prize code #42524.,lottery_prize,medium,en-IN,curated_scam
Important Update: FedEx courier office Surat: Parcel #34335 me 5 illegal ATM card mile hain. Case cyber crime police ko hand over kiya ja raha hai.,voice_phishing,high,hi-Latn,curated_scam
"Final Reminder: Forex automatic trading bot: 300% monthly profit guaranteed. Invest Rs 75,000 today in account #14198. Managed by top Wall Street traders.",investment_scam,high,en-IN,curated_scam
"WARNING: Payment settlement: Click upi://pay?pa=refund25105@icici&am=4,999 and enter secret 4-digit PIN to receive fund directly.",upi_collect_scam,high,en-IN,curated_scam
"Aakhri Chetawani: Paytm jackpot me Rs 20,000 jeet gaye hain customer #37997. Cash account me transfer karne ke liye processing fee pay karein https://paytm-gift37997.online",lottery_prize,medium,hi-Latn,curated_scam
"Zaroori Suchna: Amazon Pay scratch card me aapne Rs 100,000 jeeta hai. Link par click karein aur UPI PIN daal kar claim karein.",upi_collect_scam,high,hi-Latn,curated_scam
Savdhan Rahe: Airtel data alert: Mobile #35417 ka 100% daily data khatam ho gaya hai. Speed 64Kbps ho gayi hai. 1GB add-on karein.,benign,safe,hi-Latn,authentic_transaction
IMPORTANT: Maruti Suzuki lucky draw: Congratulations on winning Baleno car for ticket #9028. Contact regional dispatch officer in Delhi at 969028 with prize code #9028.,lottery_prize,medium,en-IN,curated_scam
Chetawani: Aapka number ending 28097 nayi SIM par transfer kiya ja raha hai. Agar aapne nahi kiya to turant 198 par call karein.,sim_swap,high,hi-Latn,curated_scam
NOTICE: Digital Arrest Notice: This is Inspector Manoj Tiwari from Patna Cyber Crime Branch. An illegal parcel #54216 containing narcotics was intercepted with your Aadhaar.,voice_phishing,high,en-IN,curated_scam
NOTICE: Gold trading scheme in Pune: Deposit money in digital gold pool #63976 and earn 2% interest per day. Withdraw anytime. Register: https://gold-growth63976.top,investment_scam,high,en-IN,curated_scam
"Important Update: Galti se aapke account me Rs 10,000 send ho gaya hai. Reverse collect request approve karke return karein. Contact Manoj Tiwari.",upi_collect_scam,high,hi-Latn,curated_scam
Immediate Attention: Jio: 1.5GB daily high speed data quota exhausted for mobile 56135. Data speed reset at midnight. Recharge extra data via MyJio.,benign,safe,en-IN,authentic_transaction
"सतर्कता अलर्ट: पेटीएम मॉल: रद्द किए गए सामान #83017 का ₹85,000 रिफंड लंबित है। अपने Canara Bank खाते में प्राप्त करने हेतु विवरण सत्यापित करें।",fake_refund,high,hi-IN,curated_scam
"अंतिम चेतावनी: खाते में ₹2,500,000 प्राप्त करने के लिए Google Pay खोलें और कलेक्ट अधिसूचना पर अपना MPIN दर्ज करें।",upi_collect_scam,high,hi-IN,curated_scam
WARNING: Calling from Telecom Department (TRAI) Pune: All mobile numbers linked to Aadhaar #51734 will be terminated within 2 hours due to illegal bulk SMS complaints.,voice_phishing,high,en-IN,curated_scam
"सावधान: दैनिक मर्चेंट सेटलमेंट ₹85,000 पेंडिंग है। बैंक में पाने के लिए कलेक्ट रिक्वेस्ट पर क्लिक करें और UPI PIN डालें।",upi_collect_scam,high,hi-IN,curated_scam
"Chetawani: Dear HDFC Bank customer, aapka YONO account #30712 block hone wala hai. Turant PAN update karein https://hdfcbank-kyc30712.xyz",phishing_link,high,hi-Latn,curated_scam
"Aakhri Chetawani: Dear Customer, aapke Canara Bank account #8661 me Rs 2,450 credit ho gaye hain on 11-Dec-2025. Available balance: Rs 89,114. Shukriya.",benign,safe,hi-Latn,authentic_transaction
"Jio Alert for number 28857: To avoid 4G SIM deactivation, share the 20-digit SIM number printed on your SIM card or scan the eSIM QR sent on your email.",sim_swap,high,en-IN,curated_scam
"URGENT: To receive Rs 25,000 prize money into your Canara Bank account, authorize incoming collect notification in PhonePe within 10 mins.",upi_collect_scam,high,en-IN,curated_scam
Immediate Attention: Airtel verification officer Arun Nair here. Your SIM card #46180 will be blocked unless you confirm the 4-digit verification code received just now.,otp_scam,high,en-IN,curated_scam
संस्थागत प्री-आईपीओ शेयर 50% छूट पर खरीदें खाता #29259 पर। बाजार में लिस्टिंग से पहले भारी मुनाफा कमाने का मौका।,investment_scam,high,hi-IN,curated_scam
Zaroori Suchna: IDFC FIRST Bank account ending 90370 me mobile number update karne ke liye form bharein https://bank-mobile-update90370.com,phishing_link,high,hi-Latn,curated_scam
"URGENT: Paytm representative: Your cashback of Rs 4,500 is approved for order #89895. To disburse, share the one-time password sent by our server.",otp_scam,high,en-IN,curated_scam
"Alert: Swiggy refund initiate ho gaya hai order #22105 ka. Aapke number par 4-digit code aaya hoga, wo batayein taaki paisa account me aaye.",otp_scam,high,hi-Latn,curated_scam
"Immediate Attention: Dear Student #77132, college fees payment receipt of Rs 1,200 for semester 4 has been generated. Download from student portal.",benign,safe,en-IN,authentic_transaction
"Savdhan Rahe: Swiggy failed payment refund: Collect link upi://pay?pa=claim9469@ybl&am=3,200 par click karein aur PIN dalein.",upi_collect_scam,high,hi-Latn,curated_scam
"ALERT: Congratulations! iPhone 15 Pro Max won in festive scratch contest #40670! Pay delivery customs charges of Rs 1,499 at https://claim-iphone40670.top",lottery_prize,medium,en-IN,curated_scam
"Urgent Notice: Loan defaulter alert: Court se non-bailable warrant issue ho raha hai unpaid EMI Rs 1,200 ke liye file #3907. Call karein 983907",loan_scam,medium,hi-Latn,curated_scam
होटल रिव्यू कार्य: ट्रिपएडवाइजर पर प्रति होटल रिव्यू ₹800 कमाएं। काम शुरू करने के लिए वीआईपी पंजीकरण शुल्क ₹999 जमा करें। आईडी #23736।,job_offer_scam,medium,hi-IN,curated_scam
"आवश्यक सूचना: प्रिय एयरटेल ग्राहक #29058, आपका सिम कार्ड स्वतः 5G में अपग्रेड किया जाएगा। 2 घंटे में सक्रिय करने के लिए 121 पर 'SIM 29058' लिखकर भेजें।",sim_swap,high,hi-IN,curated_scam
आवश्यक सूचना: स्विगी लॉगिन हेतु आपका वन-टाइम पासवर्ड (OTP) 232803 है ऑर्डर #76059 के लिए। यह 10 मिनट के लिए मान्य है। किसी के साथ साझा न करें।,benign,safe,hi-IN,authentic_transaction
सावधान: इंडिया पोस्ट: आपका स्पीड पोस्ट पार्सल #IN50914 गलत पते के कारण रोका गया है। पता अपडेट करें और ₹25 शुल्क भरें: https://indiapost-update50914.com,phishing_link,high,hi-IN,curated_scam
WARNING: Apollo Pharmacy: Your medicine order #MED80903 is ready for pickup at Sector 14 branch in Mumbai.,benign,safe,en-IN,authentic_transaction
Action Required: Hotel review work from home job: Earn Rs 800 per hotel review on TripAdvisor in Bengaluru. 15 tasks daily. Register today on Telegram: @ReviewJob69072,job_offer_scam,medium,en-IN,curated_scam
Important Update: Kal subah 9:15 baje 20% upper circuit lagne wala penny stock buy karein. VIP insider group join karein @StockJackpot56128 with Kavita Reddy.,investment_scam,high,hi-Latn,curated_scam
HDFC annual fee zero karne ke liye bank officer Deepak Verma ko phone par aaya OTP bata dijiye card ending 51440 ka.,otp_scam,high,hi-Latn,curated_scam
दूरसंचार विभाग नोटिस: सिम कार्ड #9123 का बायोमेट्रिक सत्यापन लंबित है। सिम बंद होने से बचाने के लिए प्राप्त एक्टिवेशन ओटीपी साझा करें।,sim_swap,high,hi-IN,curated_scam
"ALERT: Private equity syndicate: High net worth investment opportunity with guaranteed 25% quarterly dividends on ticket #95206. Minimum ticket Rs 25,000.",investment_scam,high,en-IN,curated_scam
ALERT: Emergency Cash Loan! Need money fast? Get up to Rs 999 today. Only Aadhaar card needed. WhatsApp your documents to 9894356,loan_scam,medium,en-IN,curated_scam
जोमैटो: आपका भोजन तैयार है और डिलीवरी पार्टनर Advocate Alok Verma आपके पते के लिए निकल चुका है ऑर्डर #42985 लेकर।,benign,safe,hi-IN,authentic_transaction
तत्काल सूचना: पेटीएम वॉलेट सूचना: 12 घंटे में वॉलेट #90025 बंद हो जाएगा। आधार कार्ड अपडेट करने के लिए यहां क्लिक करें: https://paytm-kyc90025.xyz,phishing_link,high,hi-IN,curated_scam
"Zaroori Suchna: Resume #39966 shortlist hua hai remote back office job ke liye. Joining letter lene ke liye onboarding exam fee Rs 1,200 pay karein.",job_offer_scam,medium,hi-Latn,curated_scam
अंतिम चेतावनी: फ्लिपकार्ट: आपका पार्सल #ORD5218 Delhi में सफलतापूर्वक डिलीवर कर दिया गया है। खरीदारी के लिए धन्यवाद!,benign,safe,hi-IN,authentic_transaction
"URGENT: To receive Rs 199 prize money into your HDFC Bank account, authorize incoming collect notification in Google Pay within 10 mins.",upi_collect_scam,high,en-IN,curated_scam
सावधान: दूरसंचार विभाग (TRAI) Chennai: आपके पहचान पत्र #70519 पर पंजीकृत सभी मोबाइल नंबर अवैध गतिविधियों के कारण अगले 2 घंटे में बंद कर दिए जाएंगे।,voice_phishing,high,hi-IN,curated_scam
"ALERT: Urgent Notice: Electricity power to consumer #90385 will be disconnected tonight at 9:30 PM by Bijli Vibhag due to unpaid bill of Rs 45,000. Click https://bijli-pay90385.in",phishing_link,high,en-IN,curated_scam
"Priority: Hello sir, I am Vikram Malhotra from ICICI Bank fraud prevention department. We detected an unauthorized transaction of Rs 2,000. Please share the 6-digit OTP sent to your phone to cancel it.",otp_scam,high,en-IN,curated_scam
"Final Reminder: Forex automatic trading bot: 300% monthly profit guaranteed. Invest Rs 3,200 today in account #35800. Managed by top Wall Street traders.",investment_scam,high,en-IN,curated_scam
"RBI Vigilance Team: Money laundering ke shak me aapke sabhi accounts freeze kiye ja rahe hain file #1601. Safe account me Rs 2,000 move karein.",voice_phishing,high,hi-Latn,curated_scam
"IMPORTANT: Instagram influencer agency hiring: Like and comment on fashion posts. Daily payout Rs 2,000. WhatsApp your resume to Anita Rao at 9733750",job_offer_scam,medium,en-IN,curated_scam
"तत्काल सूचना: बधाई हो! आपको PhonePe पर ₹18,000 का कैशबैक मिला है। प्राप्त करने के लिए QR कोड स्कैन करें और UPI पिन दर्ज करें। संदर्भ #80709।",upi_collect_scam,high,hi-IN,curated_scam
Flipkart refund failed for order #88973. Please scan this attached QR code and input UPI PIN to initiate instant refund of Rs 499.,upi_collect_scam,high,en-IN,curated_scam
"Pre-sanctioned business loan of Rs 45,000 approved under MSME scheme for file #77008. Deposit insurance bond Rs 4,500 to receive cheque.",loan_scam,medium,en-IN,curated_scam
"Final Reminder: Jio 8th Anniversary Contest: Claim cash prize Rs 12,500 for number ending 60112. Send Aadhaar card and processing fee to claim department.",lottery_prize,medium,en-IN,curated_scam
Savdhan Rahe: Mom main room par safely pahunch gaya hoon Bhopal me. Khana kha kar thodi der me phone karta hoon. - DCP Mahesh Sharma,benign,safe,hi-Latn,authentic_transaction
"Immediate Attention: Part time job opportunity: Earn Rs 2,500 to Rs 500,000 daily from home by liking YouTube videos and rating Google Maps. Contact HR Inspector Ajay Kumar on Telegram @EarnDaily46257",job_offer_scam,medium,en-IN,curated_scam
"Action Required: Samsung Mega Contest: Winner #95678 of Galaxy S24 Ultra smartphone! Clear courier and GST charges Rs 1,999 at https://claim-samsung95678.online",lottery_prize,medium,en-IN,curated_scam
"Work from home SMS sending job: Send 100 SMS daily from your mobile #62359 and earn Rs 3,500. Pay software activation fee Rs 750.",job_offer_scam,medium,en-IN,curated_scam
"URGENT: Congratulations! iPhone 15 Pro Max won in festive scratch contest #7422! Pay delivery customs charges of Rs 1,499 at https://claim-iphone7422.top",lottery_prize,medium,en-IN,curated_scam
"URGENT: Pre-sanctioned business loan of Rs 10,000 approved under MSME scheme for file #12600. Deposit insurance bond Rs 4,500 to receive cheque.",loan_scam,medium,en-IN,curated_scam
